sample_id,Albany_sampleID,unknown RT 4.081766,unknown RT 4.148561,unknown RT 5.261918,unknown RT 5.349937,unknown RT 5.462593,"1,2-Propanediol, 2TMS derivative RT5.872253","Propanoic acid, 2-(methoxyimino)- RT6.55182",unknown RT 7.034156,unknown RT 7.600111,"2-Hydroxybutyric acid, 2TMS derivative RT7.639387",unknown RT 7.826556,Methylphenol RT8.024749,L-Leucine RT8.057321,"3-Hydroxybutyric acid, 2TMS derivative RT8.103591",C4H9NO2 RT8.262165_2-Aminobutyric acid 2TMS,3-hydroxyisovaleric acid 2TMS RT8.767878,2-Ketoisocaproic acid mo-tms RT8.802217,"L-Valine, 2TMS derivative RT8.840117",unknown RT 9.376246,"L-Serine, 2TMS derivative RT9.393601",unknown RT 9.514184,Phosphoric acid RT9.570223,"Glycerol, 3TMS derivative RT9.590666","L-Isoleucine, 2TMS derivative RT9.853387","L-Proline, 2TMS derivative RT9.926992","Glycine, 3TMS derivative RT10.031162","2,3-Dihydroxybutanoic acid, tris(trimethylsilyl)- RT10.455827",unknown RT 10.88902,"L-Threonine, 3TMS derivative RT10.986218",Sugar RT11.180625,unknown RT 11.284935,unknown RT 11.546791,unknown RT 11.638228,unknown RT 11.786329,"Aspartic acid, 3TMS derivative RT11.991212",unknown RT 12.201671,unknown RT 12.281912,Sugar RT12.311732,Sugar RT12.405521,Salicylic acid,"L-Methionine, 2TMS derivative RT12.546672",L-Pyroglutamic acid RT12.572016,Iminodiacetic acid RT12.666785,unknown RT 12.819965,unknown RT 12.857088,"Creatinine, 3TMS Derivative RT12.941566","L-Threonic acid, tris(trimethylsilyl) ether, trimethylsilyl ester RT12.967171",unknown RT 13.237562,unknown RT 13.449509,"L-Glutamic acid, 3TMS derivative RT13.628483","Phenylalanine, 2TMS derivative RT13.727813","Hydroxybenzeneacetic acid, 2TMS derivative RT13.857543",unknown RT 14.104802,unknown RT 14.193323,unknown RT 14.212299,unknown RT 14.46665,Sugar RT14.499155,"Indol-5-ol, 2TMS derivative RT14.572634",unknown RT 14.608491,Sugar RT14.65062,"Quinolinic acid, bis(trimethylsilyl) ester RT14.717184",Sugar RT14.882448,"L-Glutamine, 3TMS derivative RT15.188844","Phosphorylethanolamine, 4TMS derivative RT15.271004",Sugar RT15.498817,"Hypoxanthine, 2TMS RT15.51998 ",unknown RT 15.67915,Sugar RT15.948677,unknown RT 15.972121,unknown RT 16.00869,Sugar RT16.115755,Sugar RT16.206201,Sugar RT16.252331,Sugar RT16.3187,unknown RT 16.414903,unknown RT 16.503116,Sugar RT16.542108,"L-Lysine, N2,N6,N6-tris(trimethylsilyl)-, trimethylsilyl ester RT16.60669",Sugar RT16.657726,unknown RT 16.698449,unknown RT 16.720675,"Tyrosine, 3TMS derivative RT16.755616",unknown RT 16.881142,Sugar RT16.902669,unknown RT 16.995233,Sugar RT17.084061,unknown RT 17.119627,unknown RT 17.204747,Sugar acid RT17.285215,Sugar RT17.51909,"Palmitic Acid, TMS derivative RT17.715581",Sugar RT17.885434,unknown RT 17.919809,unknown RT 17.941004,unknown RT 18.033807,Inositol RT18.082993,"Naproxen, TMS derivative RT18.090047",Uric acid RT18.13225,unknown RT 18.410997,unknown RT 18.478476,unknown RT 18.560954,L-Kynurenine RT18.688449,unknown RT 18.973435,"Tryptophan, 3TMS derivative RT19.033344",unknown RT 19.156262,Sugar RT19.222404,"Stearic acid, TMS derivative RT19.342316",Pseudo uridine penta-tms RT19.994184,Sugar RT22.861927,Cholesterol derivative RT25.501888,Sugar RT28.077994,Xylonic Acid Total,Gluconic Acid,Mevalonic acid,Glyceric Acid,Butyric Acid,"2,3-dihydroxyisovaleric Acid",2-hydroxy-3-methylbutryic acid,Pyruvic and Oxaloacetic Acids,Glucosamine 1P,Galactose 1P,Glycerol 3P,Glucose 1P and Mannose 1P,Succinic Acid Total,Malic Acid,Cyclic AMP,Citraconic and Itaconic Acids,Glucose 6P,Erythrose 4P,Fructose 6P,Mannose 6P,Fumaric Acid,Sedoheptulose 7P,AMP Total,6P Gluconic Acid,3-Deoxy-2-keto-6P-gluconic Acid,2P Glyceric and 3P Glyceric Acids,2-methylcitric Acid,Citric Acid,Isocitric Acid,Cis-Aconitic Acid,Phosphoenolpyruvic Acid,Trans-Aconitic Acid,ADP Total,"Fructose 1,6-bisP",GMP Total,"2,3-diP-glyceric Acid Total",ATP Total,GDP Total,GTP Total
77,C77,22.10772257,21.9178856,23.37830926,25.49040319,18.22885175,21.36664283,22.32751449,21.10419585,18.3372903,23.40571464,26.82805368,19.37175466,19.03670883,24.86478835,22.59171009,17.59752095,18.3661387,25.37062951,21.2950661,21.30176198,21.53995273,27.6743266,21.80309403,23.34175043,21.75441087,25.8589416,15.62157207,13.66566792,22.53140259,17.47670159,15.55376531,15.88272968,18.82015667,20.86391435,18.46848184,19.20745321,16.81241632,16.06314538,19.25483448,12.66738942,21.01881867,23.61310235,21.08758314,13.74955121,17.86803163,16.49452202,18.86543712,19.62712825,17.21442053,21.95697235,22.56998029,12.22567382,13.73701477,15.10378818,16.37352563,19.84108149,17.76515383,14.85528037,16.34708875,18.09851763,14.22968956,17.5472882,23.27084593,17.8585848,19.76691802,17.84142864,13.822711,23.52180646,22.34836923,13.5678,22.49657111,22.01974554,22.91634965,26.02242529,19.85599618,21.65945687,26.94621065,23.71079261,16.97613014,17.13168916,17.42623275,22.47104041,17.56381834,22.76592229,13.77832582,26.86336677,11.87791555,19.75275891,14.41070646,24.62164563,21.60635504,13.41886314,16.40514821,14.40891338,14.32481688,22.80712319,11.1566144,20.15315885,17.44157033,18.84397377,19.69332797,15.79084464,17.63744888,19.14450952,15.44571083,16.28810545,19.55266205,17.82502357,16.91668183,16.76412389,16.86913849,16.22881869,16.27503325,12.25266543,18.02106672,17.96578428,11.99788513,20.59149313,17.836149,10.68825031,6.695805041,14.64385619,12.90124403,18.747144,19.66275181,12.24079133,14.43175875,13.76279726,8.581200582,12.29347165,12.49685378,13.79360331,12.60037755,15.5951409,13.13570929,9.926295995,16.65228481,12.81378119,22.924337,19.30117464,15.04473563,12.49685378,12.29347165,17.48148412,10.71424552,14.39874369,15.31274117,15.82873153,15.11958962,12.41732512
78,C78,21.74440588,22.04018096,23.52473372,26.51326832,19.12736561,22.71781772,22.4363617,22.43156487,20.06211086,23.23048304,26.58247421,20.81609018,18.8485221,24.81797241,21.60465455,19.02935595,18.42414976,25.344633,22.44998949,19.85587351,20.87212416,27.82934365,21.58414602,23.21192916,22.11579938,24.2021942,14.42500919,14.93876575,21.72202503,17.98877012,16.75327544,16.59711217,18.79250238,20.98200186,20.33948765,19.23904214,19.85221607,18.41022967,20.93933553,13.66464671,20.0739385,22.78604789,20.72571911,14.97201587,20.43319357,18.26224057,17.85904703,20.11366072,19.67656031,21.23665801,22.76164231,14.86705593,15.41274291,15.24312502,17.35508145,18.05608449,17.50897608,17.68912262,17.10767702,19.69415169,14.21375579,18.54303354,22.11495301,13.36626906,23.82294988,18.52554429,14.09436256,24.01856496,21.5731213,14.61613471,20.14977984,20.14010095,24.1407454,29.72506203,20.4010212,22.19290197,27.34957494,19.85928108,20.19513499,18.87227438,15.65764699,21.67725903,16.9629678,23.53683505,17.03538859,30.40603678,17.54826477,20.93909316,18.35655875,25.51015763,21.75912141,20.63035149,17.79240457,15.70732765,16.46200814,24.21763279,19.66079535,22.89494195,18.21588021,18.98370421,19.99440142,15.73547963,18.9988837,20.01607523,15.58772357,19.31267197,19.72602859,19.36375602,13.02017952,17.29183053,16.50936895,18.45362432,18.97140883,14.60964047,18.2137118,22.80538177,12.93110683,20.78755827,19.02377601,12.28193003,11.67507492,16.10533564,12.48683502,21.38574446,20.70556489,14.64948074,14.747144,14.99258434,11.13570929,14.28771238,13.65508345,15.73661333,14.15955603,16.747144,12.73766986,10.61654884,17.55824132,16.78596325,24.80439733,21.78755827,17.666224,13.68825031,15.08679969,18.56197404,11.61654884,15.07848442,16.87267488,16.99920729,16.43012582,13.4252159
79,C79,21.51410516,22.27134202,23.48849112,25.55255905,17.79880358,22.84342135,22.82673504,23.208951,17.25546945,21.00145023,26.8321885,17.50216576,19.51628826,20.03829444,21.82017536,17.31990374,19.04714962,25.68516925,21.26618405,21.47237734,20.73409122,28.25785215,20.80285746,23.62923209,23.73863043,26.09394411,14.86475056,12.96832805,23.13370847,17.52531557,15.79211999,15.00998469,18.38375604,21.22657862,19.76292059,19.68441719,16.72632128,16.60794111,19.3524013,14.04212197,21.56700449,24.04533818,21.84618437,11.51234023,17.78252239,17.75386414,16.37597656,20.01666446,16.94676166,21.48704826,22.65945208,13.22468477,13.23224186,14.31483568,16.20826903,20.0001901,16.30640249,17.21504782,16.33933695,18.42366143,12.11440853,17.28024186,24.09786696,17.21917073,19.57621191,18.47264687,14.28337154,25.28560793,23.13614576,14.57274868,18.75497518,12.96082222,21.798263,26.42815989,19.73488014,21.55134223,26.22226256,23.16000855,12.89831643,16.68938466,13.25719681,22.79008149,17.07830213,22.68619569,14.23078506,27.28624655,12.793584,19.44033223,15.82886124,23.20895414,21.70416519,12.55593841,16.37664635,16.34477698,16.57314535,22.50721498,12.55455494,23.0282711,18.35409575,13.60387335,21.29644578,15.76386382,19.5966117,21.87983603,15.42277102,13.28201757,20.08834233,18.00915457,15.34044792,16.91458723,15.4785353,16.05536718,16.20800568,11.65731845,16.6800298,21.4374595,11.56033283,19.4252159,18.58049413,10.6794801,12.56271943,16.56866869,13.06676193,20.53563989,19.36879631,13.30206767,14.05324713,14.47040468,9.86647418,13.30206767,13.666224,14.33734315,12.36905201,17.86665109,11.56510208,9.465566405,17.47357892,15.48620653,24.36452798,19.93156857,15.88464752,13.24079133,13.30206767,17.44960006,6.997282919,15.57163415,18.2137118,15.87026838,14.67727919,11.666224
80,C80,21.35464153,21.63336696,23.29553176,25.89759135,19.12801539,24.78912096,22.54127389,22.3317572,19.06723112,22.86210134,26.5930614,18.68618353,17.57813877,26.02767976,21.31169953,17.52342754,16.98241454,24.48235097,21.89678105,19.8428619,21.06504742,27.59022837,24.62675044,22.25325767,22.24670378,24.35503278,14.6726,14.6539808,21.54021083,18.52132819,16.66532941,15.38841164,15.03724087,21.40149851,21.79949813,19.30688972,19.2577736,18.18268708,20.59899531,13.87827869,19.28148185,22.53254524,21.03848867,15.043865,20.2221751,17.77888862,18.5202815,21.25627332,19.28031582,21.74460603,22.45176503,17.73239836,16.18437767,14.97627209,17.73335965,18.67119318,17.6362664,16.10868209,17.4914474,20.05689176,14.73412218,17.86052814,22.5441489,17.43482588,22.56609553,17.52146912,14.25541841,24.31599708,21.47929155,13.75001499,20.15796662,20.13971418,22.34001615,28.65388257,19.83575064,21.5635171,26.03890383,21.02845249,15.11922819,17.60248751,14.03470926,21.29448292,16.33072917,22.21748306,14.79014015,29.42850092,14.48395822,19.84451763,15.37452178,24.05603288,21.93557068,20.253893,18.73092612,15.62958097,16.2607762,22.12107234,13.32753638,23.17288213,17.81859349,18.54714004,20.50747377,16.94307874,18.85037416,18.56941247,15.62872314,19.25772719,19.75030003,19.02097753,13.2818533,17.75956934,16.97884045,18.17035543,17.2137118,13.91064273,18.41286751,22.52611712,12.86108691,19.81284163,19.61683598,13.68825031,13.5863707,17.26040503,14.4252159,21.82298776,21.20060172,14.30919211,15.13971122,15.7986743,11.90312868,14.48934624,14.22128502,16.20991023,15.56866869,17.49716575,13.92925841,10.5980525,17.75368684,14.64385619,25.95171514,22.35649066,18.43338983,14.29490788,15.07012094,19.05059267,9.707359132,15.80624752,16.69370474,17.666224,16.54773804,13.78340754
82,C82,21.2912951,21.45205828,23.02422757,24.78634425,22.55845668,21.55295399,22.30615724,20.98908183,16.68200787,20.03316116,26.29094562,12.61806278,18.68868304,17.05068881,20.51202849,14.52288068,17.67277341,24.59958626,20.53749797,20.7777436,21.17694051,27.70843075,20.89652543,21.94541911,21.69757463,25.56261406,16.80018173,13.01332219,19.71541922,18.18516452,16.78530684,16.48266233,18.2990775,21.2643017,22.51111882,18.67302054,20.09080999,17.92265246,20.01621357,14.1941933,18.69332627,23.92244186,21.39109216,13.46709914,21.00833056,16.37968732,19.15488179,22.79487249,20.09060826,21.24743725,21.18688524,16.58516181,16.36883198,14.99503715,18.44909584,19.48990147,19.68384723,14.7264146,18.91563271,19.83053938,14.91490606,18.42649736,22.43749043,17.20714389,22.05633195,16.71976265,14.16901744,24.23154872,21.75835934,17.91935312,22.30122376,21.84831653,21.57494735,28.92692811,19.85392147,21.59018288,25.67696242,21.49618964,19.21443091,17.37799766,13.48717073,21.67158596,15.90559155,22.31008267,15.37335448,29.722916,15.37178347,19.61913456,17.03829187,23.32765395,21.08655103,19.1816391,18.99225159,13.70977006,14.19702647,22.88324488,13.70436775,21.60901745,18.00498694,17.74546645,20.62469676,16.52533112,17.49016481,20.34456255,14.99895241,18.91325073,19.42173472,19.13428609,10.03908412,16.43937262,17.31016163,17.5731146,17.4169954,12.73343908,17.28771238,21.4374595,13.23930017,19.19700547,18.27412331,11.78135971,12.48179943,15.96578428,13.4767462,20.76344581,19.77796159,13.91064273,15.36153261,14.11146174,10.43045255,13.20609861,13.06844242,14.92462696,13.28771238,16.36495538,12.46658634,8.611024797,16.12565562,14.79360331,24.41054037,21.10789134,16.82376528,12.82972274,13.74188827,17.76020015,10.06339508,15.19460298,14.61539974,16.27866724,14.86785786,11.98013958
83,C83,20.99505217,22.57477752,23.07809296,25.18512996,21.66709374,22.43061712,21.48226595,22.28528343,17.54971478,23.39099424,26.14019889,17.12238434,19.21113999,25.16903185,22.04182174,17.82640036,17.9237025,25.18024634,20.70818267,20.84353952,20.52120132,28.16611539,22.55867585,22.98246235,20.40716833,25.50652535,13.3537,13.49764297,17.43181326,17.15028479,15.12408854,15.84928195,18.88693254,20.94896071,20.24870594,17.71541438,19.67867775,15.98270949,18.77383991,21.74164123,19.25399506,22.6058287,21.46073479,14.17353893,20.84836981,17.56449597,17.34312512,20.17199288,20.06855129,20.29610016,21.73601238,11.99839871,13.26030216,14.67531542,17.88793582,18.69699483,12.92822717,13.93933763,17.17780695,17.27141913,13.91957413,16.64803197,19.32343733,13.02633127,22.49636947,17.31177157,13.78245987,24.42571574,20.78146591,12.9143,18.61992257,12.76271769,22.24082877,28.45065225,19.61297791,21.4134495,25.06764146,21.49172992,13.56196693,15.95839727,13.28124075,21.68502284,15.92230697,21.51013898,13.1114052,29.24609917,12.64100397,19.15185283,15.15165821,22.65062396,21.56703149,18.19771014,18.04159215,15.25288208,16.07318162,22.73878109,13.21585754,21.65509197,18.25053747,18.39698779,20.7381749,15.64188705,18.59732786,19.97042197,17.4607667,18.79905983,19.57498869,12.11087381,12.04106081,16.77809706,14.45405196,15.97701154,15.98147809,11.89935692,16.55674553,20.78755827,11.02928723,18.85452753,17.82997043,10.83762793,12.26150731,16.15560884,12.40939094,20.24190869,18.91415152,12.82972274,13.41204051,13.80372753,5.655668961,12.74188827,12.19229281,13.82376528,12.25266543,14.78851443,10.06339508,8.876516947,15.51422091,14.88226093,23.94949048,20.52611712,16.05112395,11.87267488,12.8077574,15.80624752,10.29920802,14.67727919,15.72334097,14.50183718,13.46403515,11.02928723
84,C84,21.86815176,22.43842812,23.36415826,27.65262626,21.13922174,22.13365849,22.50323248,20.71331544,19.40901858,20.74198623,26.1039348,24.42316917,19.86991256,20.4219305,21.1648087,17.88260447,17.90004053,25.49382384,20.40337196,21.13108159,20.89809414,28.28701573,21.82462083,23.29189163,22.86039475,25.22802365,17.7739343,15.40013847,21.42054172,19.45356785,19.42098945,18.89596102,18.63624691,20.54172358,19.47769189,19.79761436,17.87662584,21.79924289,22.73698379,14.22744005,20.65699395,24.92923654,21.08943992,17.48561073,18.7086455,19.70261363,20.7870027,21.05632423,18.1952217,21.59723502,23.61281206,17.53229391,19.50555629,15.67198244,15.89235146,19.38908163,19.42517018,21.10074159,16.47404,22.08295603,19.62760645,20.33102153,23.65536872,13.65457066,21.17269403,17.27537966,14.0728811,23.41644033,21.58174295,19.81214581,22.7686238,22.21313709,22.78324153,27.53208666,20.38848579,22.10962777,26.71491113,23.10744138,20.76538496,21.358202,18.74347029,23.15561587,15.80387546,22.59678143,18.14809857,28.44366119,16.26842081,19.92086531,19.3432048,24.41426412,21.47882854,14.08636808,17.9301446,14.22278539,14.28028998,25.41111232,18.46067376,25.57433508,17.92823795,17.62742122,19.88602657,17.90042397,17.11207792,18.17437484,12.97719436,17.7509641,19.79566859,21.57331972,18.94201634,16.45943796,16.45205678,20.40665345,19.61324271,14.43175875,17.4169954,20.75531793,13.69913863,18.91122812,18.15065963,12.9854862,12.34151882,15.99036992,12.29634268,19.87417691,19.73892349,13.4767462,17.12565562,14.183015,9.540547658,12.93295289,12.54834029,14.81378119,12.68606275,15.66066448,10.22881869,7.238404739,15.28048081,17.18495281,23.44253049,20.73065588,17.34082372,12.88226093,14.92462696,16.53715772,9.698387801,15.19075065,12.45121111,14.75759836,14.02756048,10.73131903
85,C85,23.12390831,21.31025849,22.55000218,25.39769431,17.80059006,21.49908278,21.37341927,20.86423746,17.49990205,21.53386508,26.85305727,18.44951578,18.15876772,23.16053948,20.83291424,16.81743389,16.55073026,23.67802514,19.7620811,20.14526891,22.34870968,27.10854998,21.671937,22.25117305,20.72787797,25.26443026,12.93684972,13.88352044,18.81042914,17.39852414,15.5265716,15.93761942,17.28492577,20.9653443,17.99412244,14.97458159,17.55152629,15.77685893,19.03549565,13.10597288,18.12451273,23.2334488,21.2019841,12.69019626,18.52043849,16.33598241,11.61500462,19.27115229,17.87214146,17.92309822,20.35312604,17.12253619,13.27050817,15.71096404,16.22719322,18.93326665,17.49576715,17.04239816,16.26841742,18.64365288,14.24269545,17.94960744,20.94033306,12.84836235,20.9371497,18.01975594,14.13630951,19.62797278,21.69577191,11.72217415,19.64485043,19.22832592,22.61202209,27.50160746,19.99824816,21.75857829,26.5832797,22.26032835,21.38402193,17.90589259,13.2974598,20.82739038,15.88918725,22.79012555,14.11962288,28.39234216,12.91879203,19.74107599,15.74638804,24.28615868,20.7365635,17.7657242,17.77321642,13.09657397,14.64017183,21.65922882,12.6442246,24.02335626,17.78573627,17.43534053,20.41923122,14.72886317,17.19223458,18.54670907,18.25880978,17.40121913,18.90478993,18.39294331,14.95812537,16.31582919,15.01055515,16.90829879,17.26956503,12.82575383,16.34256086,21.36452798,11.74819285,20.747144,18.02106672,12.13891172,11.52160044,15.5173003,11.78135971,21.44758372,20.4374595,13.90124403,13.70994538,14.01889562,8.970189487,12.79360331,12.95492329,15.30563429,12.16427844,15.94535238,10.09011242,8.129283017,15.98593086,15.28771238,25.23534932,21.20060172,16.82376528,11.19229281,13.93847694,16.48620653,10.97297979,15.07012094,15.61539974,15.33734315,14.16741815,11.40939094
86,C86,21.76768782,22.6862515,23.52634324,25.01075341,17.78562892,22.46547781,22.54249913,22.56290303,17.29397016,21.47029228,27.08530021,19.71570982,19.16431688,21.00994055,22.28443422,16.9512407,18.74794765,25.35485566,21.70848245,21.50256275,20.95907134,27.89422129,21.22072325,22.5678989,21.65342626,25.53471213,14.93735161,12.93042903,21.61521792,16.92985669,15.85724189,16.18499837,18.75008721,20.74803403,18.54558818,18.86037708,13.94198441,16.95502659,19.57630903,13.90210037,20.52266139,24.13342937,21.67636026,13.64687053,15.23412539,15.19777215,18.04462593,19.26350706,14.72716358,22.11287486,22.82657429,13.94469861,15.00013986,14.80153283,14.1537913,19.69498693,17.20361032,15.6774447,13.54823684,18.31319232,14.18803429,17.56971611,23.19968174,16.5932439,18.32070603,17.41776242,14.12935487,24.30840757,22.6449268,15.51047206,23.33214991,22.85081221,23.01943305,24.57634349,20.11336853,21.93813668,27.06576014,22.52323518,18.55563669,17.05386148,17.16902521,22.27569146,17.37693479,23.07356856,14.36400625,25.62811918,15.07204514,19.88343163,15.78200611,24.43054134,21.68216402,12.61007399,13.80975467,15.22476243,15.51226098,22.76071554,18.21807052,21.59583213,18.4871082,18.95230097,21.0114741,16.93110634,18.7640647,20.7849579,17.64500867,12.92925852,20.06629188,18.15951252,15.44380947,16.42120916,15.98809419,16.51267874,16.52649924,12.37177664,17.1155314,20.46762147,11.62570884,18.55824132,18.02648022,11.43567026,12.20151134,15.76279726,12.45891921,20.66275181,18.73065588,12.70994538,14.70994538,13.28771238,8.089125687,11.63934071,11.92555444,13.78340754,11.39874369,14.86302471,10.32192809,8.499845887,16.07430874,14.56271943,23.75938759,20.4169954,15.9881521,12.33873638,13.26883437,16.62399577,5.625246103,14.79360331,15.47357892,15.1713332,13.93847694,11.16741815
87,C87,17.7329778,21.69067087,22.45268974,24.17215512,24.76333505,23.23075941,22.27882282,22.01019127,16.50906757,21.17886709,25.85773901,17.51889382,17.20673117,20.43211068,21.41568022,15.45200986,16.54937844,24.04333192,19.42958694,21.74008468,20.34326185,27.92342892,21.80269463,22.01274915,22.90330282,26.30502431,14.2254,12.92670406,16.75604782,16.94871537,15.81600194,14.88634604,17.38434805,20.65301986,22.07687679,19.60964567,19.37721219,14.94250456,18.37886567,17.45765141,19.6351996,23.18805342,22.20742158,12.51898657,20.1403119,15.1913368,18.04476528,22.28338631,19.17667979,21.13814918,19.67983979,7.706209271,14.13985774,15.31751482,18.74395103,18.87803057,17.72589547,15.0409,17.6192526,13.36263188,12.14659744,17.41048013,19.80787718,12.89535417,21.07412256,16.10058147,13.7302336,22.9542675,19.20409403,15.79415932,20.84930261,20.46596346,19.63685262,28.25265745,19.81065246,21.57756144,23.40423392,21.72240414,12.43605777,17.74967694,13.00420407,22.15671948,15.80601331,20.25753652,11.39161408,29.09453912,12.42776176,18.82721198,13.73642902,21.3071034,21.11194911,17.74812566,17.85475159,14.94566141,15.71079297,22.23349547,12.69389676,21.66846095,17.96826286,17.91876684,21.20355422,14.16344094,18.53533556,19.68494655,14.02286447,19.23601095,19.45901961,11.78827136,13.89976055,16.45547398,13.66606998,16.21560883,16.08264804,12.05324713,17.10533564,21.99507151,11.30492167,18.91415152,18.71397713,11.41996018,11.70563239,15.68551534,10.75655632,20.76344581,20.04259988,12.95310515,13.73131903,12.48431942,8.422064766,12.47927503,11.0768156,15.23257083,10.09011242,14.63820963,9.068778278,8.614709844,15.66066448,14.64385619,24.48000519,20.52611712,16.51267874,12.19844504,13.51422091,15.70725127,3.894565232,14.60964047,15.31981322,14.29490788,12.91064273,9
89,C89,20.36985925,23.72600821,22.91200979,25.71739501,23.66889897,22.34109803,21.48441226,21.90002494,17.79511658,20.57472025,25.2209471,19.79634192,17.63767141,23.47809823,19.92771976,17.2159222,15.41065917,23.28633858,20.85572861,20.82910988,20.55956654,28.1238415,22.76845155,22.39349536,21.30768022,25.73150436,14.9551,12.46385781,20.74292188,18.59187144,17.00028426,16.97449328,17.75729869,21.22782423,21.36290326,19.19140167,19.35410448,18.33794794,20.98879865,14.88534162,19.98558343,24.84768909,22.08914178,14.49771987,20.48843664,18.51197353,19.95335097,21.82933608,20.2192171,19.77330306,21.20545599,20.8643125,15.89108734,13.40034172,18.72224996,18.8138038,12.83782805,20.2955995,18.84604396,20.12017283,15.685698,18.57853301,18.89103932,11.74419814,22.92330081,19.28711472,13.54452209,23.31536854,21.50373318,16.46397948,18.87683573,12.42761565,20.46096072,29.26366669,19.30621896,21.01081498,25.46552277,21.94952457,22.59015501,18.50599524,11.94097631,21.94189056,15.60831314,21.42950207,16.11669781,30.05752326,16.92230502,19.15779377,16.90332011,22.75212822,22.47268922,19.28989781,19.7313784,14.84399516,15.31570457,24.1080787,12.87843723,24.05551123,17.66771789,18.29407067,21.1550221,16.202003,17.98072051,20.31487215,16.21032329,19.80291707,20.13669519,19.82884827,13.35456708,16.28608504,13.80464057,17.63820963,17.34948858,12.90501086,17.27866724,21.60512499,12.62798978,18.35380157,18.31893111,11.55074679,11.19844504,16.19075065,11.86882255,21.24771431,20.60059533,13.98370619,13.94763694,13.05494342,7.605871753,12.53138146,11.63026713,15.84352853,12.00492268,15.24376903,9.705632387,7.8008999,15.61539974,15.13971122,25.10948636,21.53088636,16.97701154,11.71424552,14.97028568,15.8894089,7.457710243,14.55074679,14.84842733,14.22881869,13.09011242,9.861086906
90,C90,20.38757225,22.2542758,23.1388429,25.93776418,21.53096515,22.84661162,22.14647874,22.57182801,18.13607396,23.7192261,25.92052263,19.62981964,20.62577213,24.26837971,23.34136968,18.19617742,18.77133375,25.78476071,20.78044754,22.30285685,21.3316242,28.2306057,23.13420608,23.56974205,22.97237372,25.96944871,14.70649964,14.26379605,21.65321791,18.5403315,16.75600733,17.28807363,18.60251101,20.83193928,20.96100898,19.72171187,20.10120174,16.94858117,20.20440563,21.2365287,21.1962206,24.52223163,21.8499175,13.03154382,20.94346304,18.76622071,18.43870399,21.8620462,20.50280731,21.37227898,22.95616938,14.93604512,14.94416083,15.07281148,18.4119327,19.40978213,17.66323492,17.12039506,18.68473209,19.02264483,14.69177664,18.82499975,22.00730965,17.85531609,22.91200571,19.03464912,13.36234362,24.30964879,22.97631068,11.65517101,19.87324531,19.53025935,22.93673472,29.42623284,20.08203941,21.75193187,26.60431535,23.4164019,19.08228847,17.92459215,12.69262671,23.23827159,16.4083188,22.56831122,15.26487782,30.22099152,16.90068264,20.246855,17.35292713,23.74308435,22.07895979,18.90494353,17.83424279,15.23930563,15.88496531,24.1401466,12.19379206,22.34745394,17.78078911,13.60954935,20.83171033,16.26111755,18.83123063,20.84506344,14.7318071,19.05150854,19.86789779,19.2353495,17.80638296,16.77646624,17.25138117,16.65228481,17.40872778,12.56985561,17.12565562,21.60512499,11.2644426,19.64174132,18.48148412,11.31061278,13.24228095,16.69370474,13.83368075,20.69710332,20.06907209,13.37177664,12.7874945,15.17523765,11.49050387,13.98370619,14.34429591,14.95673915,14.32333629,17.65228481,13.57459353,8.781359714,18.13570929,15.34429591,24.66492291,21.24771431,16.90829879,13.62113611,14.14370208,18.64526438,9.312882955,15.79360331,17.4169954,17.06381637,15.82127573,13.06676193
91,C91,24.28445273,21.85430329,22.86307249,25.02414162,19.15648069,22.24548195,24.09032357,22.52515719,16.95161528,21.43610236,26.95805561,20.51144117,19.20923477,20.11186641,21.22840304,17.59626982,18.57630468,25.65434432,20.08437007,21.0265842,21.29255209,27.69214838,22.40723849,23.27753226,24.32006734,26.02012413,15.23666478,12.59566234,21.16110631,18.09193273,16.1290006,15.74365581,18.14040052,21.0245333,20.9206063,19.70353626,15.73841627,17.83195661,19.9782145,13.88173361,20.32547945,23.5376842,21.62542712,12.53258438,17.83296701,15.89263272,17.71254528,21.45020858,16.87787795,22.75689183,22.29280323,14.34053193,15.08083492,15.93124967,15.57358127,19.50821377,18.63625311,17.29395296,14.62756626,19.29058384,13.7151573,17.99084811,22.72061469,16.52545839,18.46810662,17.30286843,13.91745947,24.51226417,22.68313098,17.27376053,24.21512863,23.70518186,21.76617614,25.9473886,19.72067367,21.41430166,27.04617111,21.78089445,19.11480432,18.37084043,17.39027201,22.08033921,16.03913589,23.16538591,14.57000943,26.73172447,14.73971975,19.91558381,16.12247132,24.79813121,21.40192832,12.05950239,14.64599044,15.46472918,15.56292001,22.20136434,18.04140906,22.24639772,18.04976919,18.37680998,20.08483266,15.52163249,18.74849971,20.21185409,17.10876972,11.86240681,19.52877629,18.1338587,15.39753983,16.31392653,16.01491117,16.72067179,16.836149,12.80372753,17.27866724,22.40145455,12.10656294,19.36238907,19.78596325,11.58871464,12.90501086,16.36666372,12.46913302,20.17035543,19.48934624,12.98903964,15.55973557,14.00140819,10.09011242,12.72494012,12.82376528,14.69913863,11.57459353,16.18107459,10.55074679,9.008428622,16.43664648,14.90124403,24.42981944,20.54510022,16.82376528,13.01192607,13.67727919,17.34948858,8.703903573,15.32685077,15.82625054,15.62399577,14.39874369,11.60269887
