XG20,XG21,XG22,XG44,XG43,XG23,XG24,XG25,XG46,XG45
23.14661497,23.22545841,22.75116758,23.18861676,22.60252784,23.03138285,22.52706865,22.90050791,22.28895518,22.94727165
20.00313579,19.58357313,19.48841399,19.77062075,19.29717153,19.70196051,18.18034657,19.3752756,19.15957789,19.76084094
18.47346398,18.43332883,20.69602673,19.9266964,20.27519939,18.07080114,17.54096529,18.55249262,16.67924856,19.60086763
16.72205517,15.61427995,14.81367171,17.6686143,18.36462536,15.72838931,16.81248444,18.74979139,14.81367171,16.46240042
18.653788,16.78145847,16.78145847,19.20063644,19.03430144,18.73783921,19.5677007,18.98612613,19.15171431,18.79566367
18.94808085,18.68162533,17.0816263,17.54050316,17.0816263,19.3071997,20.53965688,18.91390353,18.69720048,19.86926926
23.69023408,23.16178573,23.36884359,22.92591123,22.56566041,23.94308201,24.97025943,24.63031324,23.80905085,24.06019093
23.18047435,22.70440542,22.6677449,22.22486194,21.6850225,22.92707109,24.13855774,23.65851616,22.60968421,23.40559115
23.84533499,23.55378278,23.10352234,23.48980767,22.35823051,23.96286989,25.10929888,24.18389808,23.8563085,24.78508134
20.29166015,20.20963303,18.63811702,18.56818495,18.16848467,20.3548306,21.21785049,20.55099344,18.86385136,20.35419893
21.94202842,21.60870095,21.48582612,22.10322505,20.81119416,22.03208727,23.81965823,22.5891066,22.44033681,22.9287598
18.94693687,19.22215914,18.5696358,18.20124001,18.20124001,19.78769914,20.22952751,20.0629717,19.05669278,20.03294887
17.85238501,17.35686176,17.35686176,17.53845266,17.35686176,18.20117389,19.70399363,18.65596127,18.38617984,18.79062919
21.35246242,21.0285811,21.12024421,21.40354377,20.46905748,21.71580817,22.81564421,22.59415293,21.92878148,22.73809278
21.2850676,20.82696853,21.13822258,20.39476516,18.9862574,22.01332676,22.79640971,21.46420184,22.15762958,22.47292468
19.74948832,19.38683265,19.57297876,19.17410264,16.89027569,19.9925776,21.11388314,20.01900239,19.94317253,20.4576464
24.1638531,23.50782633,23.65417711,23.20906882,22.57029095,23.91171985,25.29963439,24.53081435,23.73586607,24.14519301
22.21901811,21.93170336,20.79812676,21.31071886,19.66497715,22.51054712,23.02794075,22.20771993,21.1383854,22.09050772
18.02026786,18.32602962,17.19909253,16.33877772,16.33877772,18.47219626,20.23692031,18.72608758,18.44545783,18.79237746
20.28355541,20.05930584,20.07264669,19.37440262,17.66895952,20.40019698,21.70822605,20.34300824,20.62939464,21.15595712
25.16826353,25.20844261,24.44841971,24.70268433,23.26780939,26.81070695,26.09841334,24.60313086,25.02591748,25.38199055
24.91926534,24.83675202,25.11868369,25.44616757,24.72918746,25.07766997,25.44657158,25.31737107,25.22996339,25.53287108
27.16675291,26.59322298,22.17313574,28.06439034,22.90068323,28.88094596,27.5294688,28.37663826,27.44048877,25.87946799
23.09056038,23.24180499,22.40063297,23.691042,22.74233668,22.98354773,20.83317182,23.1429174,21.78439083,22.02165981
21.45603914,21.60200241,20.88766882,22.314746,21.53715002,21.27558887,19.72820775,21.4865008,19.75198519,20.35003691
21.74273192,21.09170639,20.81007224,22.58863012,20.59460423,20.85610547,21.45055105,21.98725629,21.46333827,22.29477736
18.25018838,16.64448334,18.50787011,21.73509713,20.23602879,19.17705069,17.40075308,15.53036597,14.41187894,19.04267118
15.88364563,14.14772975,14.84987284,18.32317354,16.24281852,15.55521107,17.30129858,14.14772975,14.14772975,14.14772975
17.25039659,16.2315697,15.72598932,18.33599857,16.2707463,17.17198625,16.92316814,15.16580407,14.64999968,15.53944828
18.32853359,18.5282068,17.38687159,19.13413737,15.97700289,19.65336358,18.7927897,19.03329747,16.87386433,18.3832149
23.6813241,24.43097645,23.27819959,24.32257488,23.56739063,24.73739507,22.7763029,23.68696734,22.49830118,23.19010965
21.39921885,20.95579958,21.66180158,21.40629053,20.48362477,21.75836759,21.28354806,22.95359595,21.05874652,21.01404466
18.97000054,19.32990799,19.93616677,22.09643255,22.37252887,21.15572865,19.25260899,14.9222522,19.47880072,21.1052848
21.07333306,21.32346989,21.10260226,21.49070609,20.15572464,22.02833626,20.67784833,21.06366186,20.49146719,20.43472493
18.55183802,15.07389443,16.35852203,20.74786721,18.83687422,15.07389443,15.07389443,15.07389443,15.07389443,17.59255216
15.03739597,15.03739597,15.82957148,18.09289148,18.84506886,16.66601872,15.03739597,16.01731647,15.03739597,16.97456067
21.18022605,20.16097776,20.83855399,20.28183143,20.67524477,19.71824553,20.15687389,21.03249729,20.03712429,19.68803021
26.62089703,25.993687,27.01043113,26.70218495,25.3020427,27.79765836,27.78476932,26.74827589,27.08972331,26.93626905
23.00066576,22.44113002,22.66965996,22.89695937,21.87274645,23.60964949,23.48170595,23.03296417,23.21523466,22.85893695
23.43553127,22.5541334,22.56551701,22.64508701,21.97492611,23.7049283,22.87569274,22.6438519,21.49461477,22.30688525
17.21324412,18.14944432,19.121871,19.16602069,18.69657112,20.00815588,18.47275652,18.6969619,18.27450541,17.64937384
16.19879857,14.67234711,15.23380207,16.4426869,16.24626495,16.51136238,16.54766427,15.52978523,16.3007853,16.35290432
16.38701718,15.39670877,16.69067667,17.59627428,16.63936489,17.02488856,16.7817447,16.29201643,16.38402036,17.29775186
18.14043226,17.44695682,17.70383178,19.58965366,18.71705698,18.47602453,18.36688539,17.6451377,18.98944093,19.26509807
14.63329382,14.63329382,14.63329382,17.27538782,15.74749817,15.19788408,14.63329382,14.63329382,16.16759761,16.90456747
18.65730809,17.65168163,18.03167866,18.98315297,18.32496706,18.95730746,18.93726901,18.10260866,18.58260636,19.13716064
17.75278029,17.3877435,17.3877435,17.3877435,17.3877435,17.88670177,18.3946995,17.3877435,17.5596742,17.71403805
19.35024725,18.44107364,17.87031853,19.65089386,19.4281204,21.5554029,18.17219919,17.26275095,18.13591794,19.55828862
21.67937776,21.64647785,21.00064806,22.16907462,20.22957313,23.23812116,22.08733124,21.06577834,22.7673227,23.18040348
24.10249365,22.92570954,23.28161653,22.92081323,21.55350087,25.07031817,24.62631084,23.33096091,23.49648993,23.75317563
20.50295803,20.36324875,18.85311687,19.31906884,18.01743066,22.98319334,21.33641258,19.27431402,20.23940085,21.80913115
23.62439009,23.2206942,23.31531018,24.16813298,24.14686214,25.06725725,21.89668033,21.61073482,22.23943654,22.40956199
19.61023513,20.52908222,20.23212431,19.51241243,18.72486509,20.38443122,19.114132,21.08366792,19.97877617,19.02348246
26.83444077,26.59908312,25.94658257,26.48317933,25.71834693,27.33225049,26.58849025,26.12619243,25.79701927,26.43688713
22.59380974,22.53370959,21.67500652,22.74799963,20.88179107,24.14393168,23.30466897,21.91308681,23.21347271,23.00441543
17.62204288,15.95005515,17.4957605,18.30331532,17.68431684,18.44799427,15.62057413,16.44886102,17.60177543,17.78976297
22.76869257,22.80807776,22.14075193,23.32189824,22.32138343,22.9111075,22.02853372,21.92500174,21.49668119,22.60282967
21.33121588,20.75512067,20.38222373,22.82373011,20.83126065,21.06675142,21.57582612,20.90735098,21.78251897,21.62224133
20.58268779,18.77392495,19.07087958,20.91989979,21.3203881,19.79152997,21.07716109,18.89839962,20.42479779,20.58732029
15.49080621,13.85400335,13.85400335,15.41822889,17.13907103,13.85400335,15.7693753,13.85400335,13.85400335,16.17888395
21.34182636,21.07864354,20.78913112,23.14662181,21.56865895,21.61714357,20.94961729,19.26233576,21.81046955,20.87783942
24.78462346,24.45453275,23.92853256,25.93469124,24.62832728,25.29850928,25.10849048,24.44433387,25.54759908,25.26090331
16.49034338,15.10824591,19.92690185,21.94391582,19.67309262,16.77062377,16.53033322,20.403917,16.29887882,18.11520514
15.49113282,18.22108879,15.49113282,15.49113282,17.06283586,15.49113282,15.49113282,16.6750648,17.4664071,16.63002855
20.71303803,19.46305321,19.50561981,20.17218331,18.80443249,21.82642745,21.3022013,20.44266766,20.446199,20.45463654
19.82981021,20.30513313,18.82878585,20.80625401,19.23907127,20.72476124,19.97652051,20.96195886,20.11747332,21.29993031
18.61481845,18.53143762,17.55938853,18.87254638,18.66519266,19.36644669,17.55938853,17.55938853,17.55938853,17.55938853
22.91639422,22.11040844,21.68503726,22.49061931,21.1025132,23.36460519,22.95958051,21.721394,22.6050913,22.94323407
26.10426601,26.19047261,25.14592717,25.89203682,25.09393895,27.01255293,26.60579824,25.56642259,25.91199508,26.35312798
21.9335574,22.39318435,20.2810686,23.18674628,22.18012344,24.05023361,22.14155244,20.84052593,22.02118536,23.45507432
22.30741902,22.75423285,23.15719364,23.30736885,23.51736182,24.12302368,21.07394557,20.61179907,21.88552388,21.89963646
15.18060486,16.60903498,16.53626192,15.6982427,14.92516604,17.02317008,15.04695029,16.9742221,17.56662733,15.82815876
26.64262675,26.40158748,26.35015591,26.89587912,25.13575155,27.61131832,27.28460329,26.37246138,27.41829646,27.36104541
21.07865396,21.39245107,20.40150767,21.6922246,19.73099174,23.20586348,22.24549468,20.28421242,22.18447026,22.38034242
17.85950635,16.86689875,17.59128847,18.42475372,16.5471526,18.72568214,16.94178608,15.51185784,18.05410347,18.4437579
21.60349233,21.58151322,20.03788255,21.4489152,20.56592241,22.4298091,21.30641289,20.35162,20.23647498,21.47585203
23.3366482,22.53054315,21.59278367,23.05004973,20.82162238,24.21055363,23.68062983,22.33258349,22.97977912,22.92335369
19.11816278,18.49670362,18.35288304,19.44027572,19.32511231,20.48644409,17.96463629,17.96463629,17.96463629,17.96463629
22.76514099,22.01121838,21.45149852,22.41162102,20.12041508,23.672204,22.86373399,21.79480889,23.41340855,22.92738582
28.76824077,28.07200401,29.10838966,29.09694529,28.34602752,29.36370273,29.22545062,28.97180936,28.73311548,28.76557869
21.5361068,21.93297523,21.88406354,23.63845039,22.35113591,23.24680495,22.53631374,22.27967674,23.03210964,22.49652126
27.59014145,26.81152198,26.81878782,28.08290235,26.87890651,28.52999309,27.51119068,27.3366463,26.81561382,27.46719519
27.56710462,26.85506207,27.22792142,27.51565364,26.41013546,27.15518202,27.31913708,26.87830963,27.53706077,27.95378997
22.00278618,22.45096353,22.12508092,24.21056612,22.38548815,21.73906889,21.79898432,21.7546277,23.45501975,23.1123431
29.67880213,29.69781992,29.79437709,30.33194268,29.65854688,30.18867154,29.90880159,29.81770341,29.84387506,30.10398792
21.3830006,22.41594339,21.11148594,23.85210884,22.10858954,23.35216469,21.89846337,21.46789319,22.86435903,23.00037505
19.3724558,19.0089278,18.86731617,20.44216445,19.12156387,19.34207874,18.65387818,19.13855383,18.55286794,19.45349848
28.72756497,28.41338892,28.59330267,29.37411495,28.46695295,28.98364905,28.89669142,28.92368238,29.05258181,29.1722723
18.58112276,18.01372085,17.52742725,19.36599491,18.29938188,18.90611633,18.18708214,17.99648676,17.46231579,18.68254503
23.84892088,23.64706663,23.12315443,24.68438244,23.15362996,24.00725231,23.75729915,24.09130802,24.42139431,24.370853
23.30956572,22.7357125,22.62963455,23.09278085,21.94513731,24.3499299,23.61507033,22.79471818,23.41560755,23.53503243
24.89495261,24.88636361,23.87258452,24.82724859,25.34821729,24.9107666,23.78817676,24.29940187,23.08815676,23.32953222
18.18990613,18.90497605,18.39889331,18.21059897,17.94509122,18.84998267,17.79986034,18.95126951,18.17016132,17.58090546
28.81978159,28.35528495,28.87666954,28.84715219,27.45568705,29.58395054,29.10089633,28.46973918,29.18792137,29.1844129
21.52710982,21.66916859,21.42661616,22.72800612,20.60594447,22.65293215,21.72502107,21.02831939,22.93471481,22.29714788
17.17190229,15.11265649,15.11265649,16.83804707,15.11265649,18.16094776,15.11265649,15.11265649,15.11265649,16.51756884
22.28373851,21.93555688,21.13606162,21.98922964,21.07096275,22.51349051,21.35142657,20.83976469,20.44821614,21.76907298
19.7628301,19.08580568,18.0666928,21.93165405,19.28864518,19.58255847,19.82445751,19.34312959,20.48455164,19.82552618
28.25695326,27.50036379,28.15957281,28.6455419,27.50229548,29.07612485,29.01282928,28.56482597,28.07903402,28.0571395
23.25925608,23.40826326,23.24200991,25.52749538,23.7804034,25.31655375,24.27749018,23.91187415,24.38570853,24.08047665
21.97189012,20.92215817,21.29994414,21.57886892,21.1153401,22.26274178,21.61683542,21.13114999,20.54700676,21.01143816
26.41590253,25.81675058,25.68066696,26.18632918,25.06261818,26.0790998,26.30157643,25.54032495,26.35196662,26.74916134
21.91582623,22.10825963,21.91926161,23.67567519,21.98508754,22.15088038,20.22261642,21.26587811,20.22261642,22.50188297
29.25548664,29.1494958,28.76805981,29.7626289,28.84455282,29.96622273,29.60138996,29.12192979,29.24257011,29.45347047
23.33228723,24.00044399,22.45208222,25.41736349,23.61037606,26.06645976,24.17610283,23.02610801,24.34410353,24.72820463
20.7856166,20.5591272,20.30183414,21.72162492,20.98418105,20.84225845,20.03623332,20.02047305,20.2476484,20.83064953
26.45691823,26.04303329,25.49032184,27.02446353,25.58779502,27.34295156,26.87933729,26.21139611,26.58651375,26.79134515
20.75907911,21.36609979,19.82272408,23.19014568,20.9258858,23.97567237,22.04837046,19.93261604,21.89761995,23.00596097
27.58597547,27.27430833,27.1219064,27.55734578,25.88438174,28.77594127,28.09390753,27.10529311,27.79458711,27.74988242
22.09318768,22.13747322,21.50413159,23.30764734,20.93798859,23.85949716,22.61301941,21.20576656,23.25879302,22.72795929
24.29630039,23.70518371,23.43617765,23.71966706,23.28934463,24.64070666,23.59955706,23.04380713,22.49419847,23.3665458
18.53817934,17.68145709,17.85157006,19.41617914,18.39585494,18.64556807,19.00816837,18.47242151,19.39701704,18.63673015
19.06462091,17.61527794,17.67113005,20.81364382,18.26019884,17.73320104,19.01217968,18.78603147,18.22438683,18.8043083
18.21973781,18.04795246,17.65635285,20.65541903,18.5533211,18.86146511,19.33150689,16.55441531,17.54530247,18.38747689
23.83866132,23.74435787,23.55450384,24.03991354,23.46101574,24.38434953,23.54260588,23.02639916,23.26741708,23.68129032
19.73909238,18.1238093,19.63182461,21.92754397,21.81588251,18.18039847,18.02643817,17.34361271,19.9244626,19.50263298
16.36626778,14.14831769,15.24000109,16.97551066,17.22634251,14.14831769,14.14831769,14.14831769,14.14831769,16.64057682
14.96054881,14.42892584,15.0755836,17.72743462,18.17117741,16.21498309,14.42892584,14.42892584,14.42892584,16.67363473
19.39187669,19.00661132,18.2907674,19.93828534,17.83635668,19.25345425,18.99817962,18.74916215,18.88710048,19.20129356
15.23239018,15.23239018,15.23239018,18.51848076,15.23239018,15.23239018,15.23239018,17.65135339,15.23239018,15.23239018
26.54168121,25.89893447,26.65207316,26.1256747,25.89315606,26.05347684,26.36813448,27.15726998,26.1201173,26.12267509
16.08522201,16.55792675,14.23601813,16.55975109,14.23601813,16.40390726,15.73058581,14.23601813,14.23601813,15.04581814
15.37355194,17.21742676,16.73061307,16.32800087,14.02899952,16.8869062,17.47816094,17.40480544,14.49389013,19.50485753
14.36626324,14.36626324,14.36626324,16.54381796,14.36626324,17.11200561,16.32939795,14.36626324,14.36626324,14.49183291
17.43957652,14.28595993,14.28595993,17.63872612,15.22303156,14.28595993,17.22568802,15.3897886,17.07131276,17.32855482
17.41425928,15.06724954,15.20560833,14.51007936,14.51007936,16.28349564,17.17289335,16.27873416,15.88398499,16.81134902
19.70179452,19.39360518,19.8660143,18.93810484,19.71254138,20.30078362,20.48688755,19.57833883,19.61568755,20.69235743
16.31354377,16.31354377,16.31354377,18.36235535,17.57559822,16.31354377,17.18483192,16.31354377,17.27061685,18.92275234
18.43382838,19.09436269,18.80001997,21.2775824,17.81832472,19.37523489,17.81832472,19.02649541,18.82728746,19.56630807
16.95985481,16.92779116,15.32188021,15.55356813,15.32188021,16.38189447,16.31231478,15.32188021,15.32188021,15.32188021
25.10346055,24.46948122,25.60491208,26.0549805,25.44894002,25.03973754,24.74653821,25.82110519,25.05563892,25.72273844
19.4912712,20.39798152,19.24131316,20.18619798,18.59294639,21.49277041,21.11758255,20.05296134,19.82699422,20.7495903
16.28324961,16.97783837,17.44555495,20.29423847,16.07010489,17.90513393,16.81897189,17.12212512,17.14534339,17.48527054
17.63550846,19.00426797,17.89925171,18.44428344,17.42929333,19.77055794,18.78075331,18.41970409,17.06340611,17.05925896
14.34035936,14.34035936,14.34035936,17.76995404,14.34035936,19.26835738,14.34035936,14.34035936,14.34035936,15.81811706
17.85558919,18.47023312,17.82349251,19.25605115,17.93792369,19.56801605,19.33401026,18.51709734,17.55671793,22.18403888
24.58690173,24.30718747,23.53712845,24.84056406,23.91733638,24.55738178,24.13494547,23.970113,23.46548233,24.66430643
18.98971957,17.85833611,19.49017406,22.44750036,19.98332618,19.31743511,19.25882162,19.03819662,20.40370303,17.85833611
16.86599383,17.13554992,17.00230015,18.38294534,16.89723199,17.48335833,16.7008885,16.23584654,16.13176231,16.60973954
23.00080001,22.39881935,21.48533491,22.94114435,21.92293277,22.99805959,22.50634439,22.02585751,21.51564462,22.56330929
17.85047482,17.69898205,18.10761794,22.40806263,18.71759224,19.31387116,18.64576594,17.9294327,20.18084809,19.83535287
20.37541508,20.30004737,20.191807,21.24659086,20.64540392,22.3770164,18.7914627,18.7914627,18.97840158,19.12876623
16.67069601,18.41531265,18.02020953,20.00142331,19.55887283,18.98412367,19.38052871,20.04763384,16.67069601,20.02646536
19.88860726,17.56775489,19.24402682,19.71059111,17.56775489,19.90891005,19.79647427,18.61455619,18.67222785,19.41066484
17.70840004,17.81242921,18.20319115,20.54077769,17.4118664,19.1387627,17.76416657,18.14143768,19.01259112,18.48968213
19.1381971,15.11955764,16.35991387,18.66835883,16.80923362,17.42363376,19.98631661,15.86851588,17.60014794,17.45677952
19.03305292,19.85774879,20.00472693,20.59346909,20.28148395,21.45114457,18.90672255,19.05308004,18.90672255,19.36898156
22.32134103,21.25319078,21.92288342,24.63871806,22.41225131,21.71012421,22.0303563,22.43938071,22.6943919,23.78693891
19.26859368,19.51441958,19.06268141,19.12417938,17.47106614,19.46573864,19.39636085,20.07108325,19.0150553,19.49791578
14.85702156,14.85702156,15.62876869,15.37605569,14.85702156,14.85702156,14.85702156,14.85702156,15.31074742,15.51825382
14.76599421,16.2781874,14.76599421,18.12683899,16.85145788,14.76599421,15.75192218,14.76599421,14.76599421,14.76599421
19.7732334,20.32152243,19.54551011,20.31036468,18.49849268,20.32321574,20.18499501,20.16091131,19.82970377,20.50172326
15.71852117,15.71852117,15.71852117,15.71852117,15.71852117,18.20339252,16.18734226,15.71852117,15.71852117,17.02194017
22.05771481,21.74787756,21.21865753,22.18307666,22.20483409,21.93256945,19.59087974,20.9619661,19.59087974,19.59087974
23.95653985,23.38646181,23.19222538,23.14402274,22.76177784,24.50963126,23.1350775,22.87318518,22.7276141,23.19024532
24.63986795,26.24131593,21.8667405,21.77499944,20.99704739,22.76886881,22.87655395,23.65171283,23.95350973,21.53703706
21.61664991,21.392189,21.77226392,21.8652377,20.13574498,21.93285407,21.32702929,21.8810697,22.10332959,22.0067077
22.82740328,23.2931236,23.08682802,24.62862309,23.05788318,23.45799701,23.6377554,22.81484538,24.34286261,24.05805714
23.68044226,22.5096338,24.77465748,25.61848857,25.38412566,23.9220007,23.48611604,23.96756516,24.9793951,24.99941497
19.72403072,19.62845466,18.83830296,20.43354622,19.48188699,21.17820148,18.96005816,18.68811464,19.53493273,19.30741402
14.07045642,14.07045642,14.07045642,16.75686107,14.07045642,14.07045642,14.9626695,14.07045642,14.07045642,14.07045642
22.54615027,22.04026029,22.94998002,24.19438851,22.99021167,22.800977,22.86972157,22.85210465,23.4375616,23.36535008
16.31112424,16.31112424,16.31112424,17.55791238,16.31112424,16.31112424,16.31112424,16.31112424,16.31112424,18.28868418
21.57220026,22.1195825,22.45278795,23.7749313,22.57316199,22.00706492,22.03576246,22.26205612,22.41477993,22.21484424
18.44492565,18.62573604,17.93743884,18.25642337,17.41665555,18.65810697,17.91759707,18.44156761,17.62691358,18.61391174
22.86820048,22.26228729,22.13555383,23.17291715,21.3672509,22.53199319,22.99369037,22.50183391,22.61696775,23.66090968
20.37193374,21.00030833,22.08998671,23.28082414,19.35429068,23.43010578,24.00879772,24.32615391,23.72216453,23.74564837
20.79192596,20.88962307,19.65803667,19.75055162,18.59264237,19.29661127,20.45006443,20.53456411,17.83243055,19.94319606
19.32658666,20.14590106,16.69222311,16.69222311,16.69222311,17.66164144,19.34270109,19.67474183,16.69222311,16.69222311
15.49187609,16.53292933,14.84477902,14.84477902,14.84477902,14.84477902,16.39300886,15.17995206,14.84477902,14.84477902
14.34868264,14.34868264,14.34868264,14.34868264,14.34868264,14.34868264,14.34868264,14.34868264,14.34868264,16.08284129
18.93543558,17.13921065,16.6216174,22.03965689,16.95850094,17.89263666,19.8780802,19.16301219,19.69763097,19.72385048
22.90446907,19.36002255,18.56443864,25.27604231,19.62011655,19.16682001,22.0864897,19.22289555,22.82089268,22.20703726
21.84840116,21.14461219,21.09645668,22.96306893,20.88473843,21.80884539,21.64965955,21.33887944,21.34103853,22.25080642
19.47309642,19.33130555,18.95664229,20.56533804,19.30505476,19.00800812,19.60477457,19.27530171,19.46108158,19.35233633
20.78455767,20.489542,20.88600788,24.4276672,20.58548844,21.73217188,21.03823146,21.48157995,21.04214262,21.92287744
17.57233732,18.09614264,20.94584289,22.30039111,19.47745455,18.14644919,18.15179945,19.88248624,20.4604344,18.31419502
23.47574778,25.97615775,25.02466862,25.77383814,24.23496635,22.80004782,22.65906258,27.88776233,22.29621033,23.37523356
18.25202985,19.17329284,19.18107474,20.59119988,16.80742686,18.74009304,18.07487774,19.38781225,18.74468071,17.51257592
19.55004299,20.25535539,20.04421233,21.6588968,20.74495073,19.33917149,19.25438278,20.12148198,19.15280426,19.62774738
15.25472748,16.45103713,16.07661338,19.00332866,15.89280506,15.87579471,14.3137732,16.62338265,14.3137732,14.65294593
18.3425317,19.40202734,19.21815671,21.32693784,19.04889392,19.24057664,18.51308167,19.51879216,18.61387229,18.97116778
14.35313982,17.673575,14.35313982,14.35313982,14.35313982,17.66092752,17.95509212,14.35313982,14.35313982,14.35313982
22.08779301,21.90597563,21.57506185,24.01336715,22.74062981,21.36727663,21.89614011,22.81489446,21.73535883,22.88209195
19.50261975,20.27786543,20.31506441,21.81557112,20.7234292,19.15879888,18.68797801,20.13420068,18.95927751,19.48978685
18.98107893,19.40742584,19.46017014,20.46187021,20.33644854,18.8445737,18.49696115,19.49308131,18.50811308,18.75811563
19.464188,20.22035353,19.46383066,21.31968287,19.71059374,19.91932654,19.55847665,19.90565206,18.96729628,19.43748934
19.8430943,20.64816709,20.16316809,21.17407703,20.73246692,19.08192677,20.10674886,19.7071237,19.14883388,20.68392946
14.56370705,14.74453208,14.56370705,17.07270671,14.56370705,22.73268096,17.9126796,14.56370705,14.56370705,19.73693615
14.5365886,16.90240612,16.7190213,19.93245862,16.69529181,15.78244909,15.65875835,17.34621559,14.5365886,14.5365886
20.06062156,17.29829727,20.02169556,19.45408752,18.24088462,21.437128,20.99343478,16.63294795,22.24013725,24.69880067
19.47091973,19.4794523,18.9404293,19.06875729,19.79365064,19.60046512,19.21091758,19.08098403,18.77708,19.1782986
17.22950096,15.93746865,15.19618321,17.94517223,15.92975658,15.9688646,17.05900293,16.55799416,17.11481083,17.89294065
25.72203369,23.63227283,21.20723824,27.93168975,24.31295689,24.99162616,25.16496062,23.95394251,24.34838629,23.55527322
17.01821156,19.28973595,14.46369611,18.44318487,14.46369611,19.55244537,18.47844994,14.46369611,14.46369611,17.20683462
19.20911315,18.92314728,18.61083832,20.18747094,17.93953339,19.02226316,18.83660931,19.52208352,19.48610217,19.41053455
13.7936794,13.7936794,13.7936794,17.13336331,13.7936794,20.08671483,14.82240862,13.7936794,15.74740772,16.48467934
20.1672215,17.22179478,17.22179478,19.63754824,18.00897805,19.01754586,19.07516607,19.82176289,19.72140516,22.18657462
22.84924005,20.92190049,20.37632415,22.76162468,20.90186961,21.17225688,22.69055892,23.25850091,22.03844917,24.68719369
15.70398877,15.70398877,15.70398877,18.84280273,15.70398877,15.70398877,15.70398877,16.67876979,16.70511588,16.53631066
17.09564282,16.4536483,15.93981727,17.8745805,15.93981727,16.35227032,16.8801583,16.39766314,15.93981727,17.62845934
17.82092685,16.35316406,16.41633573,20.17396132,17.14073992,16.30691611,17.60998668,17.23061155,17.81572101,17.57141936
18.43489326,17.60582198,17.99367335,20.6077212,17.28501382,17.78708812,17.27505471,17.39789655,18.7607439,18.09641694
17.88926907,17.49187719,15.21293463,15.02256931,17.43139392,15.02256931,17.16300221,16.31171728,19.16205474,16.8927933
17.76212733,15.48505748,15.48505748,17.1277055,18.64875123,17.5635339,19.75211835,15.48505748,15.48505748,18.16732473
16.22131614,16.22131614,16.22131614,16.22131614,16.22131614,16.22131614,16.92889585,16.22131614,16.22131614,16.22131614
19.98988281,20.5252988,20.6810949,20.05240503,18.84367584,20.85966189,19.96191701,21.02995326,20.09015766,19.66382029
20.25335138,20.59861265,20.47962893,20.22763592,19.12500475,20.0352416,20.23871975,19.15316064,20.26886763,18.86176553
20.02448162,19.88580984,20.30624794,21.62526549,19.61270002,20.21094165,20.63073771,20.19304568,20.24525616,21.18095626
17.33628194,17.11206926,17.76114083,20.30501341,18.59202982,18.21248792,17.22255982,17.11206926,17.64697481,17.83191751
13.93841457,13.93841457,13.93841457,16.85626394,14.90016247,17.2208499,16.98142435,15.47083076,15.92486731,18.45914441
14.23495817,18.20500255,14.23495817,16.42479651,14.23495817,20.28683184,14.23495817,14.23495817,14.23495817,21.16204952
16.61145791,19.46758727,14.62168134,19.10821958,15.02858278,22.95983403,15.74015719,17.14106015,17.69840858,18.93179172
20.68473792,20.58107597,20.85751294,20.67227415,20.56266342,21.2965463,20.37487299,20.71520542,20.43273329,20.25250721
13.94239637,13.94239637,13.94239637,17.80325878,13.94239637,17.02629362,17.50686069,16.00091466,13.94239637,13.94239637
20.54410909,15.19135401,16.61592874,21.06969789,17.44967449,19.02215951,24.14605525,19.98377733,18.61930273,17.84126229
22.86209691,23.18208302,22.7546541,22.80021168,21.32603703,23.65206955,22.96672766,22.35223691,22.60832477,22.44671481
18.25639688,16.55227755,17.328358,18.69870297,16.14712852,16.78190145,16.14712852,16.14712852,19.63625853,19.01680863
16.64634776,17.16321724,16.36925653,18.84197275,15.85389422,19.96360169,18.59682671,17.28944258,17.11330469,20.46928707
16.65524005,18.56056794,15.34190303,18.99410634,17.31114102,15.34190303,16.6088099,18.68151606,15.34190303,18.49445986
14.85306317,14.85306317,14.85306317,19.2705487,16.41914881,14.85306317,14.85306317,14.85306317,14.85306317,14.85306317
16.51102982,15.46704826,16.88023342,16.9538333,15.46704826,17.0375808,15.46704826,16.54699487,16.62915014,17.5910542
19.950118,20.47093152,19.42283382,20.02717219,18.60085482,20.43835405,20.19479517,20.11772283,19.58910454,19.61526334
17.59537052,15.01425498,16.54583223,18.751047,15.99849979,16.76984975,17.61265425,17.70504984,16.51765257,17.36354714
23.53462004,21.47286979,20.79861824,23.11547187,21.14578167,21.77565187,22.83180949,23.54677426,22.28029573,25.19880097
18.67558356,21.81912308,14.37733486,21.8011971,14.37733486,18.62557597,19.26384384,17.70926664,14.37733486,17.72444661
14.04745346,16.9509514,14.04745346,17.75019778,14.04745346,15.6722272,14.04745346,14.04745346,14.04745346,14.04745346
14.5757832,14.5757832,16.9972603,15.89014643,14.5757832,17.59755897,16.04844114,14.5757832,14.5757832,17.65380834
21.23174033,16.97992326,19.22581009,22.33899189,20.78646607,21.16530849,22.17296276,21.56184845,21.56030484,21.82227566
18.55384687,18.60345826,17.73366788,20.21786543,18.02324894,18.49693738,18.60421567,20.1789119,18.89935517,18.00780868
19.05718479,16.83856352,18.61567644,18.69461209,16.57225693,17.7767039,18.43529663,19.29734242,17.05625369,17.71553107
18.22709075,16.11453953,17.97985324,18.93342169,16.11453953,17.33910406,17.8653305,18.0980369,17.62986652,16.11453953
20.98505722,20.25430781,20.81534577,22.49439284,20.82279739,20.51253095,20.86865802,21.01207343,22.20342493,20.84358221
